dry_bulb_f,rel_humidity_pct,wind_m_s,month,recovery_eff_frac,evap_gpm,drift_gpm,blowdown_gpm,recovered_gpm,net_makeup_gpm,recovery_pct_of_evap
76.89386481716812,33.5525153259396,5.281717757894217,2,0.467762576629698,2000.0,100.0,500.0,935.525153259396,1664.4748467406039,46.7762576629698
76.88731116275497,38.843202869553494,0.8825976216252907,2,0.49421601434776746,2000.0,100.0,500.0,988.4320286955349,1611.5679713044651,49.42160143477675
63.246325931077834,44.70047052313089,7.205878398930618,11,0.5235023526156545,2000.0,100.0,500.0,1047.004705231309,1552.995294768691,52.350235261565444
65.53736859620255,38.586870717769436,2.0203369224186716,9,0.49293435358884713,2000.0,100.0,500.0,985.8687071776942,1614.1312928223058,49.293435358884715
77.42007447118056,57.45094595359155,5.68068638818745,8,0.5872547297679578,2000.0,100.0,500.0,1174.5094595359155,1425.4905404640845,58.72547297679578
80.67075264252819,33.24480891732064,7.116921889538039,12,0.46348773574983254,2000.0,100.0,500.0,926.9754714996651,1673.0245285003348,46.348773574983255
92.07845238399625,55.37629094970559,3.8745670436239976,5,0.5159128969026103,2000.0,100.0,500.0,1031.8257938052207,1568.1742061947793,51.591289690261036
88.31341589654542,14.567264199322393,1.1603178674049142,5,0.34571531626601293,2000.0,100.0,500.0,691.4306325320258,1908.5693674679742,34.57153162660129
55.44414198004921,19.849908353715314,2.5036089403263526,11,0.3992495417685766,2000.0,100.0,500.0,798.4990835371532,1801.5009164628468,39.92495417685766
100.5997033403471,9.203732261282717,9.661776070265821,5,0.28364969579147226,2000.0,100.0,500.0,567.2993915829445,2032.7006084170555,28.364969579147225
61.3270473107933,16.92161735670155,0.5327765664719808,11,0.3846080867835078,2000.0,100.0,500.0,769.2161735670155,1830.7838264329844,38.46080867835078
43.14484181698967,26.279586301441377,0.7102758757139505,1,0.43139793150720684,2000.0,100.0,500.0,862.7958630144137,1737.2041369855863,43.139793150720685
91.3658845086595,8.13170900178995,6.354807407588357,1,0.3067795453136773,2000.0,100.0,500.0,613.5590906273546,1986.4409093726454,30.677954531367728
88.36824960677059,15.604221733617672,8.41644362070659,9,0.3503415774709146,2000.0,100.0,500.0,700.6831549418292,1899.3168450581707,35.03415774709146
57.11278046041797,21.526312528120172,9.989268212860452,7,0.40763156264060085,2000.0,100.0,500.0,815.2631252812017,1784.7368747187984,40.763156264060086
77.0943738333167,49.235086821616974,0.027513387026726344,10,0.5461754341080848,2000.0,100.0,500.0,1092.3508682161696,1507.6491317838304,54.61754341080848
73.19751566615213,22.704225247811117,0.21054527723608607,9,0.41352112623905557,2000.0,100.0,500.0,827.0422524781111,1772.957747521889,41.352112623905555
108.6776240054852,57.06003324213605,6.902509840133067,2,0.4384312578624738,2000.0,100.0,500.0,876.8625157249476,1723.1374842750524,43.84312578624738
92.17141280420128,18.257648171415596,8.774043439814655,8,0.3496160971891922,2000.0,100.0,500.0,699.2321943783844,1900.7678056216155,34.96160971891922
40.99790581639923,25.89829750979604,1.7772808251687122,12,0.4294914875489802,2000.0,100.0,500.0,858.9829750979604,1741.0170249020396,42.94914875489802
